latency_ms,rssi_dbm,snr_db,band,channel_util%,num_assoc_devices,client_speed_mbps,ap_vendor,protocol,distance_m
104.1,-82,35,5 GHz,52,14,150,Aruba,n,15.1
106.2,-81,35,2.4 GHz,30,3,150,Cisco,ax,3.3
51.2,-46,20,2.4 GHz,74,4,72,TP‑Link,n,27.8
63.9,-73,44,2.4 GHz,54,23,866,Cisco,ac,13.1
140.9,-86,52,2.4 GHz,31,25,866,Cisco,ax,4.7
33.0,-58,27,2.4 GHz,47,3,600,Cisco,n,21.9
185.5,-54,26,2.4 GHz,71,9,300,TP‑Link,n,11.3
188.6,-36,14,2.4 GHz,3,12,433,TP‑Link,n,17.2
59.8,-64,6,5 GHz,34,2,433,Aruba,ax,29.9
127.6,-47,25,2.4 GHz,21,12,72,TP‑Link,ax,20.3
217.1,-61,27,2.4 GHz,32,28,866,TP‑Link,ax,2.7
95.1,-40,43,5 GHz,66,18,300,Ubiquiti,ac,3.6
84.4,-64,48,5 GHz,22,27,300,Aruba,ac,18.2
91.0,-53,10,5 GHz,54,13,600,Ubiquiti,ax,3.4
120.7,-38,12,2.4 GHz,38,22,600,Aruba,ax,2.2
69.0,-42,33,5 GHz,6,28,433,Ubiquiti,n,11.0
80.0,-68,23,5 GHz,88,16,866,Cisco,n,3.6
122.2,-63,40,2.4 GHz,60,24,600,Cisco,ac,26.0
76.0,-58,21,2.4 GHz,30,6,433,Ubiquiti,ac,12.4
48.6,-84,25,2.4 GHz,50,28,600,TP‑Link,ac,15.4
31.7,-78,27,5 GHz,98,29,72,Ubiquiti,n,23.2
105.3,-51,35,5 GHz,15,16,866,Cisco,ac,11.3
208.8,-87,8,5 GHz,85,3,866,Ubiquiti,n,11.0
131.6,-57,49,5 GHz,1,9,300,Ubiquiti,n,9.5
49.7,-64,21,5 GHz,86,9,72,TP‑Link,ac,29.3
63.6,-64,15,2.4 GHz,34,29,600,TP‑Link,ax,7.9
84.0,-44,37,2.4 GHz,30,2,433,Cisco,ac,21.2
287.1,-75,11,2.4 GHz,78,3,150,TP‑Link,ax,20.1
296.7,-47,34,2.4 GHz,17,25,866,Ubiquiti,ax,14.9
275.5,-47,8,2.4 GHz,14,27,433,TP‑Link,n,23.3
112.1,-36,18,2.4 GHz,47,8,150,Cisco,n,7.0
523.0,-45,41,5 GHz,94,3,433,TP‑Link,n,4.2
65.5,-63,23,2.4 GHz,33,28,600,Cisco,ac,19.9
82.1,-70,50,5 GHz,54,24,300,TP‑Link,ac,9.3
176.8,-48,22,5 GHz,40,22,600,Ubiquiti,ac,26.5
122.6,-39,39,2.4 GHz,76,23,72,Ubiquiti,ac,18.0
127.0,-75,6,2.4 GHz,90,28,150,TP‑Link,n,7.2
54.7,-70,53,2.4 GHz,97,20,300,Aruba,n,10.0
99.6,-63,35,5 GHz,27,3,72,Aruba,ac,18.7
66.1,-85,40,5 GHz,27,23,150,Ubiquiti,n,28.1
43.3,-73,21,2.4 GHz,92,3,433,Cisco,n,12.7
71.0,-81,19,5 GHz,58,3,300,Aruba,ax,3.7
122.7,-48,26,5 GHz,33,15,300,TP‑Link,ac,21.3
159.4,-63,17,2.4 GHz,34,11,72,Cisco,ac,17.6
31.2,-57,6,5 GHz,18,17,300,Ubiquiti,n,23.1
102.5,-86,38,2.4 GHz,9,10,300,Aruba,ax,16.0
96.8,-59,40,2.4 GHz,35,25,866,Ubiquiti,ax,13.2
118.8,-51,38,5 GHz,79,29,300,Cisco,ac,14.0
50.2,-53,32,2.4 GHz,66,28,433,Cisco,n,24.7
50.8,-47,31,5 GHz,2,14,72,Aruba,ac,12.9
212.3,-84,54,5 GHz,5,16,150,Ubiquiti,ac,15.0
60.3,-60,31,2.4 GHz,87,2,433,Cisco,ac,9.0
79.7,-64,40,5 GHz,79,26,300,Cisco,ac,2.4
84.8,-41,25,2.4 GHz,79,8,150,Ubiquiti,ax,7.9
66.9,-53,6,2.4 GHz,86,8,300,Cisco,ac,24.6
138.2,-38,22,2.4 GHz,64,25,433,TP‑Link,ac,27.6
131.1,-89,41,5 GHz,34,29,300,Cisco,ac,22.8
94.2,-66,36,5 GHz,59,26,866,Cisco,n,14.2
69.3,-52,39,2.4 GHz,64,1,150,Aruba,ac,21.0
89.6,-86,42,2.4 GHz,84,27,866,TP‑Link,ac,5.5
107.9,-55,15,5 GHz,53,13,866,TP‑Link,ac,4.6
63.6,-78,45,5 GHz,6,5,433,Ubiquiti,ac,7.3
144.6,-86,40,2.4 GHz,62,5,150,Cisco,n,18.9
184.7,-54,20,2.4 GHz,73,20,300,Cisco,n,13.8
234.7,-67,30,2.4 GHz,94,24,866,Ubiquiti,ac,7.1
226.0,-68,47,2.4 GHz,18,12,433,Aruba,n,17.3
84.5,-73,13,2.4 GHz,86,18,433,Cisco,n,27.5
111.3,-53,20,5 GHz,3,22,300,Ubiquiti,ac,17.4
93.1,-56,14,5 GHz,73,13,433,Aruba,ac,16.5
92.9,-54,20,2.4 GHz,31,24,150,Cisco,ax,11.9
89.2,-47,15,5 GHz,12,9,150,Cisco,ac,2.3
103.7,-57,45,2.4 GHz,33,8,72,Ubiquiti,ac,8.9
203.5,-86,54,5 GHz,55,14,600,Cisco,n,11.2
125.0,-82,53,2.4 GHz,20,15,866,Ubiquiti,n,14.7
48.9,-36,22,2.4 GHz,55,10,300,Cisco,ac,27.8
180.0,-75,51,2.4 GHz,71,10,72,Aruba,ac,10.4
117.8,-67,9,2.4 GHz,87,9,300,Cisco,ac,10.8
139.2,-70,10,5 GHz,56,14,300,Aruba,ac,11.0
123.4,-36,21,2.4 GHz,60,21,433,Ubiquiti,n,8.0
126.9,-45,19,2.4 GHz,92,9,72,Ubiquiti,ac,14.1
130.6,-64,50,2.4 GHz,4,20,600,Aruba,n,22.9
34.2,-53,42,5 GHz,76,10,72,Cisco,ac,22.6
138.1,-60,42,5 GHz,97,6,300,TP‑Link,ac,2.1
65.3,-55,45,5 GHz,82,8,150,Aruba,ac,23.5
75.8,-38,41,5 GHz,92,24,866,Ubiquiti,ac,13.0
103.2,-54,30,5 GHz,90,9,300,Cisco,ac,2.5
257.3,-84,7,2.4 GHz,59,19,866,Cisco,ac,29.7
53.9,-63,5,5 GHz,80,17,433,TP‑Link,n,26.5
101.1,-45,53,2.4 GHz,37,21,600,TP‑Link,ax,12.0
87.9,-88,30,5 GHz,12,18,866,TP‑Link,ac,21.1
178.4,-71,52,5 GHz,9,29,600,TP‑Link,ac,19.9
86.4,-79,6,2.4 GHz,19,27,600,Ubiquiti,n,29.6
118.6,-51,36,2.4 GHz,72,10,600,TP‑Link,n,7.1
54.0,-83,19,2.4 GHz,40,12,600,Cisco,ax,8.0
196.9,-56,23,5 GHz,81,11,600,Ubiquiti,n,20.8
41.3,-87,37,2.4 GHz,33,20,433,TP‑Link,ac,4.1
137.0,-40,29,5 GHz,79,15,433,Cisco,n,25.0
119.0,-73,11,2.4 GHz,88,28,150,TP‑Link,n,8.0
129.9,-68,54,2.4 GHz,33,21,433,TP‑Link,ax,23.5
41.6,-47,40,2.4 GHz,52,14,866,Aruba,ac,6.3
85.3,-70,23,5 GHz,54,10,866,Cisco,ac,22.7
173.1,-84,36,2.4 GHz,87,23,300,Ubiquiti,n,4.2
281.1,-41,12,5 GHz,38,25,300,Ubiquiti,n,4.9
96.4,-84,26,5 GHz,39,29,600,Cisco,ac,3.4
163.3,-63,26,5 GHz,77,16,866,TP‑Link,n,20.5
112.1,-84,23,2.4 GHz,90,23,72,Cisco,n,6.6
99.6,-52,29,2.4 GHz,3,26,600,Ubiquiti,ac,12.2
79.3,-76,50,2.4 GHz,8,3,300,Aruba,n,26.9
103.5,-39,5,2.4 GHz,93,5,150,Cisco,ax,10.9
154.5,-79,32,2.4 GHz,45,6,300,Ubiquiti,ac,6.6
162.3,-54,52,2.4 GHz,56,7,866,Ubiquiti,n,20.8
46.3,-90,49,5 GHz,90,9,150,TP‑Link,ac,6.4
75.0,-84,49,2.4 GHz,40,1,433,Ubiquiti,ac,22.4
52.4,-75,25,2.4 GHz,45,20,600,Ubiquiti,ac,14.5
106.7,-42,33,5 GHz,84,18,150,Aruba,ax,28.2
83.4,-36,34,2.4 GHz,73,20,600,TP‑Link,ac,8.5
127.3,-57,46,2.4 GHz,69,23,72,TP‑Link,n,15.6
132.7,-72,52,5 GHz,36,4,866,Ubiquiti,ac,25.8
27.0,-73,17,2.4 GHz,70,10,600,TP‑Link,ac,20.2
103.0,-79,11,2.4 GHz,83,14,600,TP‑Link,n,7.7
205.9,-72,18,2.4 GHz,91,8,72,Ubiquiti,ax,4.0
75.0,-63,18,2.4 GHz,63,13,600,Ubiquiti,n,17.7
73.7,-53,20,2.4 GHz,87,14,150,Cisco,n,17.9
184.6,-78,50,5 GHz,81,21,866,Ubiquiti,ax,8.0
166.9,-89,15,2.4 GHz,73,7,300,Aruba,n,24.1
55.6,-60,26,2.4 GHz,54,8,600,Aruba,n,8.6
157.0,-77,22,2.4 GHz,44,9,866,Aruba,n,29.2
63.2,-68,18,5 GHz,64,7,600,Cisco,ac,21.9
73.2,-51,14,2.4 GHz,88,24,72,TP‑Link,n,19.0
55.6,-41,54,2.4 GHz,53,18,150,Ubiquiti,ac,20.3
46.1,-61,36,2.4 GHz,70,24,72,TP‑Link,ac,2.2
110.6,-39,10,2.4 GHz,57,3,866,Aruba,ac,12.1
42.3,-76,37,2.4 GHz,65,21,150,Cisco,ax,26.3
113.4,-51,35,2.4 GHz,69,20,433,TP‑Link,ac,27.8
111.2,-37,22,2.4 GHz,6,23,433,TP‑Link,n,7.4
93.8,-79,44,2.4 GHz,12,13,150,Aruba,ax,27.2
77.2,-50,45,5 GHz,4,22,300,Aruba,n,12.4
68.3,-64,44,2.4 GHz,77,16,300,Aruba,ac,21.5
51.5,-42,36,2.4 GHz,89,24,72,Cisco,ac,26.5
235.8,-74,27,2.4 GHz,36,24,600,Aruba,n,8.2
91.3,-38,15,2.4 GHz,8,25,866,Cisco,ac,5.8
89.4,-47,7,2.4 GHz,2,6,600,Aruba,ac,15.2
57.2,-52,50,2.4 GHz,45,21,300,Ubiquiti,ax,19.4
220.8,-89,47,2.4 GHz,64,7,72,TP‑Link,ac,17.9
70.9,-86,15,2.4 GHz,33,14,150,TP‑Link,ac,21.0
120.1,-54,45,2.4 GHz,61,27,300,Ubiquiti,ac,27.7
134.5,-64,7,2.4 GHz,16,4,150,Ubiquiti,ac,5.2
110.7,-73,16,2.4 GHz,72,22,600,TP‑Link,n,29.0
41.7,-44,12,2.4 GHz,33,9,300,Aruba,ac,6.5
153.0,-64,22,2.4 GHz,99,8,600,TP‑Link,ac,28.1
70.5,-65,20,2.4 GHz,77,2,433,Ubiquiti,ac,23.2
165.9,-73,30,2.4 GHz,46,21,150,Aruba,ac,24.7
99.1,-37,27,5 GHz,94,25,433,Ubiquiti,ax,26.5
139.5,-70,10,2.4 GHz,97,14,600,Aruba,ac,5.2
212.0,-76,12,2.4 GHz,20,6,300,TP‑Link,ac,20.6
149.6,-53,46,5 GHz,58,18,600,Cisco,ac,11.7
141.6,-89,32,2.4 GHz,65,29,866,Ubiquiti,ac,12.6
157.2,-58,51,2.4 GHz,36,23,150,TP‑Link,ac,16.7
61.8,-59,11,5 GHz,99,23,866,Ubiquiti,ax,18.8
170.2,-77,20,2.4 GHz,68,2,150,Ubiquiti,ac,21.7
87.0,-48,12,5 GHz,76,27,72,Aruba,ac,19.1
88.8,-88,51,2.4 GHz,20,18,300,Cisco,n,8.4
108.5,-37,12,2.4 GHz,90,19,600,Ubiquiti,n,12.1
82.1,-43,45,2.4 GHz,96,10,600,TP‑Link,ac,26.1
54.4,-81,14,5 GHz,90,26,150,Cisco,ax,22.0
103.5,-63,41,2.4 GHz,44,15,866,Aruba,ac,14.9
89.0,-80,27,2.4 GHz,93,8,866,Cisco,ac,8.7
87.1,-56,53,5 GHz,2,11,866,Ubiquiti,ax,25.3
97.1,-71,8,5 GHz,21,7,433,TP‑Link,ac,9.0
28.0,-64,21,2.4 GHz,65,28,600,Aruba,n,27.3
87.5,-38,41,2.4 GHz,77,24,433,Cisco,ac,14.3
228.1,-56,50,5 GHz,12,18,300,Ubiquiti,ax,20.5
217.2,-43,31,5 GHz,30,23,433,TP‑Link,ac,8.2
105.8,-56,9,5 GHz,9,25,72,TP‑Link,ac,6.3
103.6,-64,36,5 GHz,11,11,72,Cisco,ax,8.6
25.4,-90,28,5 GHz,3,8,433,Ubiquiti,n,17.6
73.0,-86,43,2.4 GHz,99,27,300,Aruba,ac,21.3
156.3,-61,32,2.4 GHz,88,11,300,TP‑Link,ac,15.5
80.9,-63,49,2.4 GHz,61,2,866,Cisco,ac,24.0
189.1,-63,11,5 GHz,4,23,600,TP‑Link,n,6.2
182.2,-44,36,2.4 GHz,73,7,72,Cisco,ac,28.2
72.1,-85,41,2.4 GHz,54,7,866,Aruba,ac,18.8
110.7,-54,25,2.4 GHz,77,21,866,Cisco,ac,11.3
239.2,-49,28,5 GHz,49,29,150,Aruba,ax,17.3
41.2,-55,39,2.4 GHz,1,3,866,Ubiquiti,ac,14.4
82.0,-78,27,5 GHz,91,20,300,Cisco,ac,24.6
39.0,-68,24,5 GHz,88,10,300,Aruba,n,10.0
59.2,-88,34,2.4 GHz,91,27,433,Ubiquiti,n,19.5
282.1,-81,45,2.4 GHz,66,27,866,Ubiquiti,ac,22.4
82.0,-46,11,2.4 GHz,92,4,300,TP‑Link,ac,29.2
30.9,-57,48,5 GHz,8,2,433,TP‑Link,ac,4.5
54.1,-43,15,2.4 GHz,40,13,150,TP‑Link,ac,19.4
36.8,-52,9,5 GHz,32,2,72,Aruba,ac,12.2
113.3,-77,14,5 GHz,47,10,433,Cisco,n,13.0
133.3,-46,8,2.4 GHz,5,6,150,Ubiquiti,n,13.9
171.6,-53,52,2.4 GHz,82,29,72,Aruba,ac,11.4
151.2,-80,19,2.4 GHz,30,21,72,Ubiquiti,ac,16.8
42.3,-90,43,2.4 GHz,12,5,300,Cisco,n,8.8
129.2,-48,14,2.4 GHz,20,18,150,Cisco,ac,25.8
94.6,-51,31,2.4 GHz,12,22,866,Cisco,n,25.4
186.8,-86,26,5 GHz,68,24,300,TP‑Link,ac,4.6
161.7,-65,37,5 GHz,92,19,300,TP‑Link,ax,4.1
304.7,-40,54,5 GHz,9,18,72,TP‑Link,n,13.7
56.7,-47,37,2.4 GHz,3,25,72,Cisco,ac,20.7
52.0,-46,40,5 GHz,88,8,150,Aruba,ac,18.8
75.7,-69,18,5 GHz,38,29,866,TP‑Link,ac,7.8
96.9,-84,11,2.4 GHz,12,7,433,TP‑Link,ac,17.4
66.9,-71,9,5 GHz,20,24,150,Aruba,ac,2.6
58.5,-53,20,5 GHz,67,29,72,Aruba,ax,6.6
124.1,-44,32,5 GHz,9,8,150,Aruba,ax,9.8
75.6,-55,8,2.4 GHz,40,19,150,Aruba,n,22.5
65.2,-88,18,5 GHz,97,25,866,TP‑Link,ax,23.1
42.3,-58,36,2.4 GHz,43,9,150,Cisco,n,5.4
26.1,-80,48,2.4 GHz,17,16,600,TP‑Link,n,6.7
221.5,-57,54,2.4 GHz,76,24,300,Cisco,ac,7.5
217.5,-68,16,2.4 GHz,43,19,150,Aruba,ax,18.0
164.7,-61,10,2.4 GHz,40,24,150,Aruba,n,4.4
141.9,-58,33,2.4 GHz,26,9,433,Ubiquiti,n,24.1
71.4,-55,51,2.4 GHz,75,15,600,TP‑Link,n,20.9
145.5,-90,26,5 GHz,49,24,300,Aruba,ac,21.9
49.8,-37,50,5 GHz,48,7,866,Aruba,ac,10.2
109.0,-59,42,5 GHz,76,13,866,TP‑Link,ac,17.4
61.9,-63,49,2.4 GHz,36,16,600,Ubiquiti,n,10.5
145.9,-70,52,5 GHz,66,24,433,Ubiquiti,n,14.1
249.0,-85,10,2.4 GHz,18,22,433,Ubiquiti,ac,4.5
54.0,-56,25,2.4 GHz,57,13,433,Cisco,n,7.5
73.5,-71,7,2.4 GHz,43,28,433,Aruba,n,4.3
107.8,-41,7,2.4 GHz,51,18,72,Aruba,ac,19.3
32.6,-54,28,5 GHz,37,18,433,Aruba,ac,24.5
37.8,-66,38,2.4 GHz,14,3,150,Cisco,ax,29.4
244.6,-89,49,5 GHz,92,7,600,Cisco,n,21.2
124.4,-60,11,2.4 GHz,40,3,72,Aruba,n,26.0
69.0,-44,6,2.4 GHz,74,1,72,Aruba,ax,11.7
100.9,-65,10,2.4 GHz,90,28,433,Aruba,ac,24.5
75.9,-55,51,2.4 GHz,44,9,600,Aruba,ac,8.3
109.8,-84,38,5 GHz,82,22,433,Ubiquiti,n,17.5
77.7,-68,29,2.4 GHz,44,16,150,Aruba,ac,12.6
96.1,-47,10,2.4 GHz,7,6,150,Cisco,ax,21.3
153.8,-67,23,5 GHz,88,24,300,Aruba,ac,18.4
147.8,-42,11,2.4 GHz,84,18,150,Cisco,ac,23.8
236.3,-68,6,2.4 GHz,57,22,866,Cisco,ac,8.5
129.8,-46,26,2.4 GHz,82,23,300,Cisco,ac,27.0
104.9,-55,30,2.4 GHz,67,24,866,Cisco,n,10.8
257.8,-38,27,5 GHz,80,18,72,Ubiquiti,ac,3.9
90.0,-61,48,5 GHz,6,5,300,Cisco,ac,13.1
27.1,-65,50,2.4 GHz,81,14,866,Cisco,n,2.9
166.0,-71,11,5 GHz,22,22,150,Cisco,ac,20.4
120.6,-55,18,5 GHz,98,25,600,TP‑Link,ax,7.3
101.8,-37,30,2.4 GHz,96,16,600,Aruba,ac,22.7
168.7,-81,25,2.4 GHz,6,2,433,Cisco,n,27.4
78.1,-39,26,2.4 GHz,65,29,72,TP‑Link,ac,18.5
27.6,-37,40,2.4 GHz,38,19,866,Cisco,ac,20.6
170.7,-48,13,2.4 GHz,26,17,300,Ubiquiti,ac,14.0
67.5,-59,46,2.4 GHz,96,14,433,Ubiquiti,ax,4.5
55.3,-43,18,2.4 GHz,40,13,600,Ubiquiti,ac,14.1
28.2,-76,22,5 GHz,55,19,300,TP‑Link,n,13.5
162.1,-56,16,2.4 GHz,32,19,72,Aruba,ax,12.8
23.9,-46,36,5 GHz,68,9,433,TP‑Link,ac,19.5
210.9,-46,39,2.4 GHz,25,12,433,Ubiquiti,n,16.3
82.9,-58,36,2.4 GHz,36,5,72,Ubiquiti,n,27.5
166.8,-69,29,5 GHz,70,10,150,Cisco,ac,23.2
132.2,-38,20,2.4 GHz,21,29,150,Ubiquiti,ac,22.0
286.9,-53,39,5 GHz,78,8,300,Ubiquiti,ac,27.3
130.0,-48,10,2.4 GHz,97,26,433,Ubiquiti,n,15.4
206.2,-56,20,2.4 GHz,70,13,433,Cisco,n,27.7
72.1,-42,39,2.4 GHz,36,27,72,Cisco,n,13.6
37.7,-64,39,2.4 GHz,18,17,866,TP‑Link,ax,10.1
182.7,-60,18,5 GHz,56,23,600,Cisco,n,24.1
37.1,-46,22,5 GHz,44,12,72,Cisco,ac,24.4
161.0,-62,20,2.4 GHz,25,2,150,Ubiquiti,ax,13.5
51.4,-77,49,5 GHz,37,11,866,Ubiquiti,n,19.8
122.0,-49,33,5 GHz,96,19,300,TP‑Link,ax,26.3
290.2,-70,10,2.4 GHz,17,7,300,TP‑Link,ac,2.8
153.4,-85,13,2.4 GHz,26,12,300,TP‑Link,n,23.4
90.3,-70,8,5 GHz,35,2,866,TP‑Link,ax,11.8
134.1,-88,17,5 GHz,91,10,72,TP‑Link,ac,28.1
73.7,-42,16,2.4 GHz,36,3,866,TP‑Link,n,5.9
359.0,-36,27,2.4 GHz,29,8,150,TP‑Link,ac,20.0
64.4,-76,42,5 GHz,30,12,866,Ubiquiti,ac,23.3
96.5,-40,48,5 GHz,94,6,300,TP‑Link,ax,6.1
145.2,-51,32,2.4 GHz,36,3,600,TP‑Link,ac,26.5
128.2,-38,43,5 GHz,37,5,72,Cisco,ac,13.3
137.2,-82,37,2.4 GHz,37,19,300,Cisco,ac,2.9
74.7,-87,20,2.4 GHz,87,4,150,Cisco,ac,20.4
88.0,-40,35,5 GHz,71,1,433,TP‑Link,n,2.1
177.6,-76,20,2.4 GHz,60,21,72,Aruba,ac,28.3
172.3,-58,20,2.4 GHz,22,14,300,Ubiquiti,ax,16.4
130.1,-41,54,5 GHz,12,27,433,Ubiquiti,ax,26.6
221.9,-72,50,2.4 GHz,9,12,300,TP‑Link,ac,20.7
181.9,-86,37,2.4 GHz,30,12,600,Aruba,n,28.3
169.1,-47,34,2.4 GHz,79,2,433,Cisco,ax,17.2
36.7,-66,39,2.4 GHz,76,4,600,Ubiquiti,n,11.1
129.1,-89,42,2.4 GHz,78,25,433,Aruba,ac,4.3
115.3,-72,7,2.4 GHz,67,7,300,TP‑Link,ac,9.1
239.2,-61,22,5 GHz,52,3,150,TP‑Link,ax,27.4
93.2,-42,10,5 GHz,36,22,600,Ubiquiti,ac,29.5
109.6,-78,31,5 GHz,72,29,866,TP‑Link,ac,3.0
51.0,-62,19,2.4 GHz,20,11,866,Ubiquiti,ac,9.2
57.1,-81,21,2.4 GHz,7,12,150,TP‑Link,n,7.7
239.7,-75,47,5 GHz,83,20,300,Aruba,ac,16.4
136.9,-76,15,5 GHz,47,4,433,Aruba,ac,14.8
290.6,-62,50,5 GHz,62,6,866,TP‑Link,n,29.5
92.1,-54,26,2.4 GHz,95,26,150,TP‑Link,n,11.9
41.4,-84,14,2.4 GHz,68,22,600,TP‑Link,ac,18.6
84.1,-86,12,2.4 GHz,76,5,866,TP‑Link,ax,24.3
75.5,-50,40,2.4 GHz,48,20,150,Cisco,n,2.4
156.7,-74,50,5 GHz,32,28,150,Aruba,ac,24.1
152.9,-56,48,2.4 GHz,35,7,300,Cisco,n,21.4
141.0,-86,13,2.4 GHz,90,7,866,Cisco,ax,27.5
346.0,-57,48,2.4 GHz,38,28,866,TP‑Link,ac,29.0
214.1,-40,16,5 GHz,93,28,72,Ubiquiti,ac,17.9
59.5,-66,27,5 GHz,4,16,150,Ubiquiti,ax,22.6
185.5,-59,5,2.4 GHz,29,14,300,Ubiquiti,ac,29.6
105.2,-74,17,5 GHz,94,7,72,Aruba,ac,25.6
90.5,-75,20,2.4 GHz,58,2,433,Cisco,ac,18.3
230.4,-87,52,5 GHz,37,17,150,Aruba,ac,6.1
57.3,-64,18,5 GHz,18,5,300,Aruba,n,12.4
178.1,-38,18,5 GHz,48,13,72,Ubiquiti,ac,26.5
161.3,-84,18,5 GHz,95,28,150,Aruba,ac,4.3
56.6,-68,17,2.4 GHz,36,27,72,Aruba,ac,26.8
36.1,-44,31,2.4 GHz,48,14,150,Ubiquiti,ax,19.7
98.1,-63,15,5 GHz,36,9,300,Ubiquiti,ac,24.7
198.6,-49,19,5 GHz,86,29,150,TP‑Link,ac,13.3
128.8,-70,31,2.4 GHz,68,26,600,Cisco,ac,10.6
235.0,-57,42,5 GHz,62,18,300,TP‑Link,ac,29.1
123.5,-36,10,2.4 GHz,67,22,150,Aruba,ac,18.5
244.5,-58,22,2.4 GHz,41,13,433,Cisco,ac,21.2
70.6,-47,33,2.4 GHz,81,20,866,Cisco,n,28.0
140.8,-52,50,5 GHz,61,17,300,Aruba,ac,15.3
80.3,-85,52,5 GHz,8,6,866,Cisco,ac,4.3
96.2,-82,48,5 GHz,37,3,300,Cisco,n,9.0
109.3,-57,30,2.4 GHz,87,3,300,Aruba,ax,19.5
128.6,-71,9,2.4 GHz,26,24,300,Aruba,ac,23.4
64.8,-64,53,2.4 GHz,95,26,866,TP‑Link,n,16.2
136.7,-64,36,2.4 GHz,81,15,600,Ubiquiti,ac,20.0
106.0,-47,50,2.4 GHz,98,17,433,Cisco,ac,21.1
42.8,-36,51,5 GHz,79,27,300,Ubiquiti,ax,3.2
33.4,-36,44,5 GHz,13,28,72,Ubiquiti,n,15.3
199.1,-86,26,5 GHz,19,21,866,Ubiquiti,ac,26.6
93.3,-50,35,2.4 GHz,49,15,72,Aruba,n,3.7
40.2,-51,39,5 GHz,36,14,600,Aruba,n,20.9
269.1,-43,49,2.4 GHz,93,18,433,TP‑Link,n,17.4
145.2,-67,16,2.4 GHz,85,22,600,Ubiquiti,n,22.1
126.5,-63,32,5 GHz,76,29,866,TP‑Link,ax,27.0
61.2,-66,34,5 GHz,94,20,150,Aruba,n,26.9
42.4,-70,15,2.4 GHz,6,21,72,Cisco,ac,25.0
115.4,-77,25,5 GHz,70,1,300,TP‑Link,ac,14.1
101.9,-55,51,2.4 GHz,87,11,433,TP‑Link,n,7.0
51.5,-90,5,2.4 GHz,97,9,72,TP‑Link,ac,22.1
50.5,-49,30,2.4 GHz,84,25,600,Cisco,ac,23.1
49.0,-44,35,2.4 GHz,81,8,433,Aruba,ac,6.2
48.0,-78,50,5 GHz,78,9,866,Ubiquiti,ac,22.7
69.2,-79,19,2.4 GHz,13,19,150,Ubiquiti,n,22.7
126.5,-63,24,5 GHz,41,16,866,Aruba,ac,17.2
139.8,-44,9,5 GHz,87,12,300,Ubiquiti,n,26.0
100.6,-84,21,5 GHz,63,7,72,Cisco,n,27.3
112.2,-67,54,2.4 GHz,26,27,866,Cisco,n,7.0
144.0,-79,43,2.4 GHz,71,29,72,TP‑Link,n,6.9
29.5,-44,26,2.4 GHz,3,2,600,Ubiquiti,ax,4.6
117.7,-42,36,2.4 GHz,40,28,150,Cisco,ac,27.8
220.0,-86,53,2.4 GHz,75,24,600,Cisco,n,6.6
91.8,-83,26,2.4 GHz,78,26,150,Ubiquiti,ac,17.0
194.2,-82,19,5 GHz,51,13,72,Ubiquiti,ac,4.6
92.8,-46,48,2.4 GHz,28,12,866,Aruba,ac,18.6
149.9,-41,47,2.4 GHz,50,18,300,Cisco,ac,13.8
124.9,-70,30,5 GHz,19,22,433,Aruba,n,8.5
48.5,-82,5,5 GHz,93,28,72,TP‑Link,ac,21.1
55.5,-54,5,5 GHz,86,8,866,Aruba,ac,15.1
244.5,-42,10,2.4 GHz,72,29,433,Aruba,ax,15.7
170.2,-40,39,5 GHz,34,12,300,Aruba,ac,29.1
96.7,-66,13,2.4 GHz,15,20,866,Aruba,ac,10.8
89.0,-48,8,5 GHz,6,24,300,Ubiquiti,ac,29.8
61.5,-38,39,2.4 GHz,38,19,150,Aruba,ac,25.5
131.6,-45,29,5 GHz,83,2,150,TP‑Link,ac,6.5
64.8,-64,31,2.4 GHz,37,26,433,Aruba,ac,11.9
81.9,-76,14,5 GHz,80,2,300,TP‑Link,ax,10.8
69.0,-70,15,5 GHz,18,16,433,TP‑Link,ac,22.5
163.7,-71,17,5 GHz,80,20,600,Cisco,n,9.4
94.3,-36,37,2.4 GHz,8,8,433,Cisco,ac,9.8
112.7,-50,53,5 GHz,34,23,600,Ubiquiti,n,22.6
49.1,-43,50,2.4 GHz,15,18,433,Cisco,ac,23.7
68.7,-48,10,5 GHz,60,12,600,TP‑Link,ax,22.6
114.2,-64,38,2.4 GHz,19,5,600,Ubiquiti,n,15.9
37.1,-47,42,2.4 GHz,2,20,600,TP‑Link,n,22.8
89.9,-55,7,5 GHz,32,3,433,Cisco,n,18.5
102.5,-50,36,2.4 GHz,1,27,72,Aruba,ac,26.0
45.5,-74,27,5 GHz,38,4,866,Cisco,ac,21.8
188.9,-78,14,2.4 GHz,26,3,150,Cisco,ac,19.2
127.7,-81,44,5 GHz,93,6,600,Aruba,ac,19.3
93.8,-75,51,2.4 GHz,53,25,433,Aruba,ac,10.2
65.7,-37,34,5 GHz,44,25,433,TP‑Link,ax,18.6
36.4,-39,15,2.4 GHz,60,17,300,Ubiquiti,n,29.3
180.2,-82,26,2.4 GHz,14,24,300,TP‑Link,ac,28.5
77.3,-60,30,2.4 GHz,14,13,72,TP‑Link,ac,5.4
41.4,-39,50,5 GHz,16,29,150,Ubiquiti,n,13.0
64.6,-49,44,2.4 GHz,86,2,72,Aruba,ac,8.4
